GROUP,CUST,MAKER,VENDOR_ID,STYLE,IE,CPO,EXP_DATE,COLOR_CODE,SIZE_CODE,CPO_QTY,ACC_QTY,CUTTING,SEWING,RECEIVING,PACKING,OE_FOLDERID,SHIP_CPO_ID,ERP_COLOR_ID,ERP_SIZE_ID,create_time
202604,TGT,GLD6,116218, 2K9379_SSLLC326,0.7000, 2313926_0719SET,4/17/2026 12:00:00 AM,PINK TONAL STRIPE,2T,837,837,,,,,4633383,2239825,504584,779671,8/13/2026 2:35:00 AM
202605,TGT,GLD6,116218, 2K9379_SSLLC326,0.7000, 9974827_0719T1,5/6/2026 12:00:00 AM,PINK TONAL STRIPE,2T,60,897,,,,,4633383,2239822,504584,779671,8/13/2026 2:35:00 AM
202605,TGT,GLD6,116218, 2K9379_SSLLC326,0.7000, 4759375_0719SET,5/6/2026 12:00:00 AM,PINK TONAL STRIPE,2T,1249,2146,,,,,4633383,2239823,504584,779671,8/13/2026 2:35:00 AM
202605,TGT,GLD6,116218, 2K9379_SSLLC326,0.7000, 3305304_0726,5/8/2026 12:00:00 AM,PINK TONAL STRIPE,2T,401,2547,,,,,4633383,2239820,504584,779671,8/13/2026 2:35:00 AM
202609,A&F,GLD5,108382, 315260003_SP27,0.8100, 1192806_INITIAL,9/29/2026 12:00:00 AM,BRIGHT WHITE,XXS,535,535,,,,,4781529,2345599,512632,796687,8/13/2026 2:35:00 AM
202609,A&F,GLD5,108382, 315260003_SP27,0.8100, 1192806_INITIAL,9/29/2026 12:00:00 AM,BRIGHT WHITE,XS,1786,1786,,,,,4781529,2345599,512632,796688,8/13/2026 2:35:00 AM
202609,A&F,GLD5,108382, 315260003_SP27,0.8100, 1192806_INITIAL,9/29/2026 12:00:00 AM,BRIGHT WHITE,L,506,506,,,,,4781529,2345599,512632,796689,8/13/2026 2:35:00 AM
202609,A&F,GLD5,108382, 315260003_SP27,0.8100, 1192806_INITIAL,9/29/2026 12:00:00 AM,BRIGHT WHITE,XXL,77,77,,,,,4781529,2345599,512632,796690,8/13/2026 2:35:00 AM
202609,A&F,GLD5,108382, 315260003_SP27,0.8100, 1192806_INITIAL,9/29/2026 12:00:00 AM,BRIGHT WHITE,S,2658,2658,,,,,4781529,2345599,512632,796691,8/13/2026 2:35:00 AM
202609,A&F,GLD5,108382, 315260003_SP27,0.8100, 1192806_INITIAL,9/29/2026 12:00:00 AM,BRIGHT WHITE,M,1351,1351,,,,,4781529,2345599,512632,796692,8/13/2026 2:35:00 AM
202609,A&F,GLD5,108382, 315260003_SP27,0.8100, 1192806_INITIAL,9/29/2026 12:00:00 AM,BRIGHT WHITE,XL,187,187,,,,,4781529,2345599,512632,796693,8/13/2026 2:35:00 AM
202609,A&F,GLD5,108382, 315260003_SP27,0.8100, 1192806_INITIAL,9/29/2026 12:00:00 AM,DRIFTWOOD,XXS,294,294,,,,,4781529,2345599,512633,796687,8/13/2026 2:35:00 AM
202609,A&F,GLD5,108382, 315260003_SP27,0.8100, 1192806_INITIAL,9/29/2026 12:00:00 AM,DRIFTWOOD,XS,981,981,,,,,4781529,2345599,512633,796688,8/13/2026 2:35:00 AM
202609,A&F,GLD5,108382, 315260003_SP27,0.8100, 1192806_INITIAL,9/29/2026 12:00:00 AM,DRIFTWOOD,L,278,278,,,,,4781529,2345599,512633,796689,8/13/2026 2:35:00 AM
202609,A&F,GLD5,108382, 315260003_SP27,0.8100, 1192806_INITIAL,9/29/2026 12:00:00 AM,DRIFTWOOD,XXL,42,42,,,,,4781529,2345599,512633,796690,8/13/2026 2:35:00 AM
202609,A&F,GLD5,108382, 315260003_SP27,0.8100, 1192806_INITIAL,9/29/2026 12:00:00 AM,DRIFTWOOD,S,1460,1460,,,,,4781529,2345599,512633,796691,8/13/2026 2:35:00 AM
202609,A&F,GLD5,108382, 315260003_SP27,0.8100, 1192806_INITIAL,9/29/2026 12:00:00 AM,DRIFTWOOD,M,742,742,,,,,4781529,2345599,512633,796692,8/13/2026 2:35:00 AM
202609,A&F,GLD5,108382, 315260003_SP27,0.8100, 1192806_INITIAL,9/29/2026 12:00:00 AM,DRIFTWOOD,XL,103,103,,,,,4781529,2345599,512633,796693,8/13/2026 2:35:00 AM
202609,A&F,GLD5,108382, 315260003_SP27,0.8100, 1192806_INITIAL,9/29/2026 12:00:00 AM,CASUAL BLACK,XXS,520,520,,,,,4781529,2345599,512634,796687,8/13/2026 2:35:00 AM
202609,A&F,GLD5,108382, 315260003_SP27,0.8100, 1192806_INITIAL,9/29/2026 12:00:00 AM,CASUAL BLACK,XS,1736,1736,,,,,4781529,2345599,512634,796688,8/13/2026 2:35:00 AM
202609,A&F,GLD5,108382, 315260003_SP27,0.8100, 1192806_INITIAL,9/29/2026 12:00:00 AM,CASUAL BLACK,L,491,491,,,,,4781529,2345599,512634,796689,8/13/2026 2:35:00 AM
202609,A&F,GLD5,108382, 315260003_SP27,0.8100, 1192806_INITIAL,9/29/2026 12:00:00 AM,CASUAL BLACK,XXL,75,75,,,,,4781529,2345599,512634,796690,8/13/2026 2:35:00 AM
202609,A&F,GLD5,108382, 315260003_SP27,0.8100, 1192806_INITIAL,9/29/2026 12:00:00 AM,CASUAL BLACK,S,2583,2583,,,,,4781529,2345599,512634,796691,8/13/2026 2:35:00 AM
202609,A&F,GLD5,108382, 315260003_SP27,0.8100, 1192806_INITIAL,9/29/2026 12:00:00 AM,CASUAL BLACK,M,1313,1313,,,,,4781529,2345599,512634,796692,8/13/2026 2:35:00 AM
202609,A&F,GLD5,108382, 315260003_SP27,0.8100, 1192806_INITIAL,9/29/2026 12:00:00 AM,CASUAL BLACK,XL,182,182,,,,,4781529,2345599,512634,796693,8/13/2026 2:35:00 AM
202609,A&F,GLD5,108382, 315260003_SP27,0.8100, 1192806_INITIAL,9/29/2026 12:00:00 AM,PALE LILAC,XXS,407,407,,,,,4781529,2345599,512635,796687,8/13/2026 2:35:00 AM
202609,A&F,GLD5,108382, 315260003_SP27,0.8100, 1192806_INITIAL,9/29/2026 12:00:00 AM,PALE LILAC,XS,1359,1359,,,,,4781529,2345599,512635,796688,8/13/2026 2:35:00 AM
202609,A&F,GLD5,108382, 315260003_SP27,0.8100, 1192806_INITIAL,9/29/2026 12:00:00 AM,PALE LILAC,L,384,384,,,,,4781529,2345599,512635,796689,8/13/2026 2:35:00 AM
202609,A&F,GLD5,108382, 315260003_SP27,0.8100, 1192806_INITIAL,9/29/2026 12:00:00 AM,PALE LILAC,XXL,58,58,,,,,4781529,2345599,512635,796690,8/13/2026 2:35:00 AM
202609,A&F,GLD5,108382, 315260003_SP27,0.8100, 1192806_INITIAL,9/29/2026 12:00:00 AM,PALE LILAC,S,2021,2021,,,,,4781529,2345599,512635,796691,8/13/2026 2:35:00 AM
202609,A&F,GLD5,108382, 315260003_SP27,0.8100, 1192806_INITIAL,9/29/2026 12:00:00 AM,PALE LILAC,M,1028,1028,,,,,4781529,2345599,512635,796692,8/13/2026 2:35:00 AM
202609,A&F,GLD5,108382, 315260003_SP27,0.8100, 1192806_INITIAL,9/29/2026 12:00:00 AM,PALE LILAC,XL,143,143,,,,,4781529,2345599,512635,796693,8/13/2026 2:35:00 AM
202607,A&F,GLD5,108382, 319260001,0.6400, 3175725_US1BU_L,7/8/2026 12:00:00 AM,MAGNET,L,225,225,225,225,225,225,4726283,2308787,508834,788846,8/13/2026 2:35:00 AM
202607,A&F,GLD5,108382, 319260001,0.6400, 3175726_NL1BU_L,7/8/2026 12:00:00 AM,MAGNET,L,43,268,43,43,43,43,4726283,2342250,508834,788846,8/13/2026 2:35:00 AM
202607,A&F,GLD5,108382, 319260001,0.6400, 3175723_CN2BU_L,7/8/2026 12:00:00 AM,MAGNET,L,13,281,13,13,13,13,4726283,2342251,508834,788846,8/13/2026 2:35:00 AM
202607,A&F,GLD5,108382, 319260001,0.6400, 3175724_CN3BU_L,7/8/2026 12:00:00 AM,MAGNET,L,6,287,6,6,6,6,4726283,2342252,508834,788846,8/13/2026 2:35:00 AM
202607,A&F,GLD5,108382, 319260001,0.6400, 3175725_US1BU_L,7/8/2026 12:00:00 AM,MAGNET,XL,156,156,156,156,156,156,4726283,2308787,508834,788847,8/13/2026 2:35:00 AM
202607,A&F,GLD5,108382, 319260001,0.6400, 3175726_NL1BU_L,7/8/2026 12:00:00 AM,MAGNET,XL,27,183,27,27,27,27,4726283,2342250,508834,788847,8/13/2026 2:35:00 AM
202607,A&F,GLD5,108382, 319260001,0.6400, 3175725_US1BU_L,7/8/2026 12:00:00 AM,MAGNET,S,586,586,586,586,586,586,4726283,2308787,508834,788848,8/13/2026 2:35:00 AM
202607,A&F,GLD5,108382, 319260001,0.6400, 3175726_NL1BU_L,7/8/2026 12:00:00 AM,MAGNET,S,110,696,110,110,110,110,4726283,2342250,508834,788848,8/13/2026 2:35:00 AM
202607,A&F,GLD5,108382, 319260001,0.6400, 3175723_CN2BU_L,7/8/2026 12:00:00 AM,MAGNET,S,26,722,26,26,26,26,4726283,2342251,508834,788848,8/13/2026 2:35:00 AM
202607,A&F,GLD5,108382, 319260001,0.6400, 3175724_CN3BU_L,7/8/2026 12:00:00 AM,MAGNET,S,11,733,11,11,11,11,4726283,2342252,508834,788848,8/13/2026 2:35:00 AM
202607,A&F,GLD5,108382, 319260001,0.6400, 3175725_US1BU_L,7/8/2026 12:00:00 AM,MAGNET,XXS,17,17,17,17,17,17,4726283,2308787,508834,788849,8/13/2026 2:35:00 AM
202607,A&F,GLD5,108382, 319260001,0.6400, 3175726_NL1BU_L,7/8/2026 12:00:00 AM,MAGNET,XXS,3,20,3,3,3,3,4726283,2342250,508834,788849,8/13/2026 2:35:00 AM
202607,A&F,GLD5,108382, 319260001,0.6400, 3175723_CN2BU_L,7/8/2026 12:00:00 AM,MAGNET,XXS,1,21,1,1,1,1,4726283,2342251,508834,788849,8/13/2026 2:35:00 AM
202607,A&F,GLD5,108382, 319260001,0.6400, 3175724_CN3BU_L,7/8/2026 12:00:00 AM,MAGNET,XXS,1,22,1,1,1,1,4726283,2342252,508834,788849,8/13/2026 2:35:00 AM
202607,A&F,GLD5,108382, 319260001,0.6400, 3175725_US1BU_L,7/8/2026 12:00:00 AM,MAGNET,XXL,3,3,3,3,3,3,4726283,2308787,508834,788850,8/13/2026 2:35:00 AM
202607,A&F,GLD5,108382, 319260001,0.6400, 3175726_NL1BU_L,7/8/2026 12:00:00 AM,MAGNET,XXL,1,4,1,1,1,1,4726283,2342250,508834,788850,8/13/2026 2:35:00 AM
202607,A&F,GLD5,108382, 319260001,0.6400, 3175725_US1BU_L,7/8/2026 12:00:00 AM,MAGNET,XS,599,599,599,599,599,599,4726283,2308787,508834,788851,8/13/2026 2:35:00 AM
202607,A&F,GLD5,108382, 319260001,0.6400, 3175726_NL1BU_L,7/8/2026 12:00:00 AM,MAGNET,XS,111,710,111,111,111,111,4726283,2342250,508834,788851,8/13/2026 2:35:00 AM
202607,A&F,GLD5,108382, 319260001,0.6400, 3175723_CN2BU_L,7/8/2026 12:00:00 AM,MAGNET,XS,19,729,19,19,19,19,4726283,2342251,508834,788851,8/13/2026 2:35:00 AM
202607,A&F,GLD5,108382, 319260001,0.6400, 3175724_CN3BU_L,7/8/2026 12:00:00 AM,MAGNET,XS,9,738,9,9,9,9,4726283,2342252,508834,788851,8/13/2026 2:35:00 AM
202607,A&F,GLD5,108382, 319260001,0.6400, 3175725_US1BU_L,7/8/2026 12:00:00 AM,MAGNET,M,423,423,423,423,423,423,4726283,2308787,508834,788852,8/13/2026 2:35:00 AM
202607,A&F,GLD5,108382, 319260001,0.6400, 3175726_NL1BU_L,7/8/2026 12:00:00 AM,MAGNET,M,80,503,80,80,80,80,4726283,2342250,508834,788852,8/13/2026 2:35:00 AM
202607,A&F,GLD5,108382, 319260001,0.6400, 3175723_CN2BU_L,7/8/2026 12:00:00 AM,MAGNET,M,21,524,21,21,21,21,4726283,2342251,508834,788852,8/13/2026 2:35:00 AM
202607,A&F,GLD5,108382, 319260001,0.6400, 3175724_CN3BU_L,7/8/2026 12:00:00 AM,MAGNET,M,9,533,9,9,9,9,4726283,2342252,508834,788852,8/13/2026 2:35:00 AM
202607,A&F,GLD5,108382, 319260001,0.6400, 3164654_US1BU_L,7/1/2026 12:00:00 AM,CASUAL BLACK,L,225,225,225,225,225,225,4726283,2308786,508835,788846,8/13/2026 2:35:00 AM
202607,A&F,GLD5,108382, 319260001,0.6400, 3169678_CN3BU_L,7/1/2026 12:00:00 AM,CASUAL BLACK,L,6,231,6,6,6,6,4726283,2340157,508835,788846,8/13/2026 2:35:00 AM
202607,A&F,GLD5,108382, 319260001,0.6400, 3164655_NL1BU_L,7/1/2026 12:00:00 AM,CASUAL BLACK,L,43,274,43,43,43,43,4726283,2340158,508835,788846,8/13/2026 2:35:00 AM
202607,A&F,GLD5,108382, 319260001,0.6400, 3164653_CN2BU_L,7/1/2026 12:00:00 AM,CASUAL BLACK,L,13,287,13,13,13,13,4726283,2340159,508835,788846,8/13/2026 2:35:00 AM
202607,A&F,GLD5,108382, 319260001,0.6400, 3164654_US1BU_L,7/1/2026 12:00:00 AM,CASUAL BLACK,XL,156,156,156,156,156,156,4726283,2308786,508835,788847,8/13/2026 2:35:00 AM
202607,A&F,GLD5,108382, 319260001,0.6400, 3164655_NL1BU_L,7/1/2026 12:00:00 AM,CASUAL BLACK,XL,27,183,27,27,27,27,4726283,2340158,508835,788847,8/13/2026 2:35:00 AM
202607,A&F,GLD5,108382, 319260001,0.6400, 3164654_US1BU_L,7/1/2026 12:00:00 AM,CASUAL BLACK,S,586,586,586,586,586,586,4726283,2308786,508835,788848,8/13/2026 2:35:00 AM
202607,A&F,GLD5,108382, 319260001,0.6400, 3169678_CN3BU_L,7/1/2026 12:00:00 AM,CASUAL BLACK,S,11,597,11,11,11,11,4726283,2340157,508835,788848,8/13/2026 2:35:00 AM
202607,A&F,GLD5,108382, 319260001,0.6400, 3164655_NL1BU_L,7/1/2026 12:00:00 AM,CASUAL BLACK,S,110,707,110,110,110,110,4726283,2340158,508835,788848,8/13/2026 2:35:00 AM
202607,A&F,GLD5,108382, 319260001,0.6400, 3164653_CN2BU_L,7/1/2026 12:00:00 AM,CASUAL BLACK,S,26,733,26,26,26,26,4726283,2340159,508835,788848,8/13/2026 2:35:00 AM
202607,A&F,GLD5,108382, 319260001,0.6400, 3164654_US1BU_L,7/1/2026 12:00:00 AM,CASUAL BLACK,XXS,17,17,17,17,17,17,4726283,2308786,508835,788849,8/13/2026 2:35:00 AM
202607,A&F,GLD5,108382, 319260001,0.6400, 3169678_CN3BU_L,7/1/2026 12:00:00 AM,CASUAL BLACK,XXS,1,18,1,1,1,1,4726283,2340157,508835,788849,8/13/2026 2:35:00 AM
202607,A&F,GLD5,108382, 319260001,0.6400, 3164655_NL1BU_L,7/1/2026 12:00:00 AM,CASUAL BLACK,XXS,3,21,3,3,3,3,4726283,2340158,508835,788849,8/13/2026 2:35:00 AM
202607,A&F,GLD5,108382, 319260001,0.6400, 3164653_CN2BU_L,7/1/2026 12:00:00 AM,CASUAL BLACK,XXS,1,22,1,1,1,1,4726283,2340159,508835,788849,8/13/2026 2:35:00 AM
202607,A&F,GLD5,108382, 319260001,0.6400, 3164654_US1BU_L,7/1/2026 12:00:00 AM,CASUAL BLACK,XXL,3,3,3,3,3,3,4726283,2308786,508835,788850,8/13/2026 2:35:00 AM
202607,A&F,GLD5,108382, 319260001,0.6400, 3164655_NL1BU_L,7/1/2026 12:00:00 AM,CASUAL BLACK,XXL,1,4,1,1,1,1,4726283,2340158,508835,788850,8/13/2026 2:35:00 AM
202607,A&F,GLD5,108382, 319260001,0.6400, 3164654_US1BU_L,7/1/2026 12:00:00 AM,CASUAL BLACK,XS,599,599,599,599,599,599,4726283,2308786,508835,788851,8/13/2026 2:35:00 AM
202607,A&F,GLD5,108382, 319260001,0.6400, 3169678_CN3BU_L,7/1/2026 12:00:00 AM,CASUAL BLACK,XS,9,608,9,9,9,9,4726283,2340157,508835,788851,8/13/2026 2:35:00 AM
202607,A&F,GLD5,108382, 319260001,0.6400, 3164655_NL1BU_L,7/1/2026 12:00:00 AM,CASUAL BLACK,XS,111,719,111,111,111,111,4726283,2340158,508835,788851,8/13/2026 2:35:00 AM
202607,A&F,GLD5,108382, 319260001,0.6400, 3164653_CN2BU_L,7/1/2026 12:00:00 AM,CASUAL BLACK,XS,19,738,19,19,19,19,4726283,2340159,508835,788851,8/13/2026 2:35:00 AM
202607,A&F,GLD5,108382, 319260001,0.6400, 3164654_US1BU_L,7/1/2026 12:00:00 AM,CASUAL BLACK,M,423,423,423,423,423,423,4726283,2308786,508835,788852,8/13/2026 2:35:00 AM
202607,A&F,GLD5,108382, 319260001,0.6400, 3169678_CN3BU_L,7/1/2026 12:00:00 AM,CASUAL BLACK,M,9,432,9,9,9,9,4726283,2340157,508835,788852,8/13/2026 2:35:00 AM
202607,A&F,GLD5,108382, 319260001,0.6400, 3164655_NL1BU_L,7/1/2026 12:00:00 AM,CASUAL BLACK,M,80,512,80,80,80,80,4726283,2340158,508835,788852,8/13/2026 2:35:00 AM
202607,A&F,GLD5,108382, 319260001,0.6400, 3164653_CN2BU_L,7/1/2026 12:00:00 AM,CASUAL BLACK,M,21,533,21,21,21,21,4726283,2340159,508835,788852,8/13/2026 2:35:00 AM
202608,A&F,GLD5,108382, 319260003,0.8500, 3179919_US1BU_L,8/11/2026 12:00:00 AM,COFFEE BEAN/FOREVER BLUE,XS,628,628,628,628,628,628,4761597,2332132,511374,794690,8/13/2026 2:35:00 AM
202608,A&F,GLD5,108382, 319260003,0.8500, 3179918_CN3BU_L,8/11/2026 12:00:00 AM,COFFEE BEAN/FOREVER BLUE,XS,6,634,6,6,6,6,4761597,2355694,511374,794690,8/13/2026 2:35:00 AM
202608,A&F,GLD5,108382, 319260003,0.8500, 3179921_NL1BU_L,8/11/2026 12:00:00 AM,COFFEE BEAN/FOREVER BLUE,XS,52,686,52,52,52,52,4761597,2355697,511374,794690,8/13/2026 2:35:00 AM
202608,A&F,GLD5,108382, 319260003,0.8500, 3179920_CN2BU_L,8/14/2026 12:00:00 AM,COFFEE BEAN/FOREVER BLUE,XS,12,698,12,12,5,5,4761597,2355699,511374,794690,8/13/2026 2:35:00 AM
202608,A&F,GLD5,108382, 319260003,0.8500, 3179919_US1BU_L,8/11/2026 12:00:00 AM,COFFEE BEAN/FOREVER BLUE,XXL,9,9,9,9,9,9,4761597,2332132,511374,794691,8/13/2026 2:35:00 AM
202608,A&F,GLD5,108382, 319260003,0.8500, 3179921_NL1BU_L,8/11/2026 12:00:00 AM,COFFEE BEAN/FOREVER BLUE,XXL,4,13,4,4,4,4,4761597,2355697,511374,794691,8/13/2026 2:35:00 AM
202608,A&F,GLD5,108382, 319260003,0.8500, 3179919_US1BU_L,8/11/2026 12:00:00 AM,COFFEE BEAN/FOREVER BLUE,M,453,453,453,453,453,453,4761597,2332132,511374,794692,8/13/2026 2:35:00 AM
202608,A&F,GLD5,108382, 319260003,0.8500, 3179918_CN3BU_L,8/11/2026 12:00:00 AM,COFFEE BEAN/FOREVER BLUE,M,6,459,6,6,6,6,4761597,2355694,511374,794692,8/13/2026 2:35:00 AM
202608,A&F,GLD5,108382, 319260003,0.8500, 3179921_NL1BU_L,8/11/2026 12:00:00 AM,COFFEE BEAN/FOREVER BLUE,M,88,547,88,88,88,88,4761597,2355697,511374,794692,8/13/2026 2:35:00 AM
202608,A&F,GLD5,108382, 319260003,0.8500, 3179920_CN2BU_L,8/14/2026 12:00:00 AM,COFFEE BEAN/FOREVER BLUE,M,12,559,12,12,12,12,4761597,2355699,511374,794692,8/13/2026 2:35:00 AM
202608,A&F,GLD5,108382, 319260003,0.8500, 3179919_US1BU_L,8/11/2026 12:00:00 AM,COFFEE BEAN/FOREVER BLUE,XL,113,113,113,113,113,113,4761597,2332132,511374,794693,8/13/2026 2:35:00 AM
202608,A&F,GLD5,108382, 319260003,0.8500, 3179921_NL1BU_L,8/11/2026 12:00:00 AM,COFFEE BEAN/FOREVER BLUE,XL,19,132,19,19,19,19,4761597,2355697,511374,794693,8/13/2026 2:35:00 AM
202608,A&F,GLD5,108382, 319260003,0.8500, 3179919_US1BU_L,8/11/2026 12:00:00 AM,COFFEE BEAN/FOREVER BLUE,L,202,202,202,202,202,202,4761597,2332132,511374,794694,8/13/2026 2:35:00 AM
202608,A&F,GLD5,108382, 319260003,0.8500, 3179918_CN3BU_L,8/11/2026 12:00:00 AM,COFFEE BEAN/FOREVER BLUE,L,4,206,4,4,4,4,4761597,2355694,511374,794694,8/13/2026 2:35:00 AM
202608,A&F,GLD5,108382, 319260003,0.8500, 3179921_NL1BU_L,8/11/2026 12:00:00 AM,COFFEE BEAN/FOREVER BLUE,L,44,250,44,44,44,44,4761597,2355697,511374,794694,8/13/2026 2:35:00 AM
202608,A&F,GLD5,108382, 319260003,0.8500, 3179920_CN2BU_L,8/14/2026 12:00:00 AM,COFFEE BEAN/FOREVER BLUE,L,8,258,8,8,8,8,4761597,2355699,511374,794694,8/13/2026 2:35:00 AM
202608,A&F,GLD5,108382, 319260003,0.8500, 3179919_US1BU_L,8/11/2026 12:00:00 AM,COFFEE BEAN/FOREVER BLUE,XXS,67,67,67,67,67,67,4761597,2332132,511374,794695,8/13/2026 2:35:00 AM
202608,A&F,GLD5,108382, 319260003,0.8500, 3179918_CN3BU_L,8/11/2026 12:00:00 AM,COFFEE BEAN/FOREVER BLUE,XXS,1,68,1,1,1,1,4761597,2355694,511374,794695,8/13/2026 2:35:00 AM
202608,A&F,GLD5,108382, 319260003,0.8500, 3179921_NL1BU_L,8/11/2026 12:00:00 AM,COFFEE BEAN/FOREVER BLUE,XXS,7,75,7,7,7,7,4761597,2355697,511374,794695,8/13/2026 2:35:00 AM
202608,A&F,GLD5,108382, 319260003,0.8500, 3179920_CN2BU_L,8/14/2026 12:00:00 AM,COFFEE BEAN/FOREVER BLUE,XXS,2,77,2,2,2,2,4761597,2355699,511374,794695,8/13/2026 2:35:00 AM
202608,A&F,GLD5,108382, 319260003,0.8500, 3179919_US1BU_L,8/11/2026 12:00:00 AM,COFFEE BEAN/FOREVER BLUE,S,653,653,653,653,653,653,4761597,2332132,511374,794696,8/13/2026 2:35:00 AM
202608,A&F,GLD5,108382, 319260003,0.8500, 3179918_CN3BU_L,8/11/2026 12:00:00 AM,COFFEE BEAN/FOREVER BLUE,S,8,661,8,8,8,8,4761597,2355694,511374,794696,8/13/2026 2:35:00 AM
202608,A&F,GLD5,108382, 319260003,0.8500, 3179921_NL1BU_L,8/11/2026 12:00:00 AM,COFFEE BEAN/FOREVER BLUE,S,86,747,86,86,86,86,4761597,2355697,511374,794696,8/13/2026 2:35:00 AM
202608,A&F,GLD5,108382, 319260003,0.8500, 3179920_CN2BU_L,8/14/2026 12:00:00 AM,COFFEE BEAN/FOREVER BLUE,S,16,763,16,16,16,5,4761597,2355699,511374,794696,8/13/2026 2:35:00 AM
202608,A&F,GLD5,108382, 319260003,0.8500, 3179916_US1BU_L,8/11/2026 12:00:00 AM,NAVY BLAZER/DOUBLE CREAM,XS,754,754,754,754,754,754,4761597,2332131,511375,794690,8/13/2026 2:35:00 AM
202608,A&F,GLD5,108382, 319260003,0.8500, 3179915_CN3BU_L,8/11/2026 12:00:00 AM,NAVY BLAZER/DOUBLE CREAM,XS,7,761,7,7,7,7,4761597,2355698,511375,794690,8/13/2026 2:35:00 AM
202608,A&F,GLD5,108382, 319260003,0.8500, 3179914_NL1BU_L,8/11/2026 12:00:00 AM,NAVY BLAZER/DOUBLE CREAM,XS,62,823,62,62,62,62,4761597,2355702,511375,794690,8/13/2026 2:35:00 AM
202608,A&F,GLD5,108382, 319260003,0.8500, 3179913_CN2BU_L,8/14/2026 12:00:00 AM,NAVY BLAZER/DOUBLE CREAM,XS,15,838,15,15,15,15,4761597,2355701,511375,794690,8/13/2026 2:35:00 AM
202608,A&F,GLD5,108382, 319260003,0.8500, 3179916_US1BU_L,8/11/2026 12:00:00 AM,NAVY BLAZER/DOUBLE CREAM,XXL,10,10,10,10,10,10,4761597,2332131,511375,794691,8/13/2026 2:35:00 AM
202608,A&F,GLD5,108382, 319260003,0.8500, 3179914_NL1BU_L,8/11/2026 12:00:00 AM,NAVY BLAZER/DOUBLE CREAM,XXL,5,15,5,5,5,5,4761597,2355702,511375,794691,8/13/2026 2:35:00 AM
202608,A&F,GLD5,108382, 319260003,0.8500, 3179916_US1BU_L,8/11/2026 12:00:00 AM,NAVY BLAZER/DOUBLE CREAM,M,542,542,542,542,542,542,4761597,2332131,511375,794692,8/13/2026 2:35:00 AM
202608,A&F,GLD5,108382, 319260003,0.8500, 3179915_CN3BU_L,8/11/2026 12:00:00 AM,NAVY BLAZER/DOUBLE CREAM,M,8,550,8,8,8,8,4761597,2355698,511375,794692,8/13/2026 2:35:00 AM
202608,A&F,GLD5,108382, 319260003,0.8500, 3179914_NL1BU_L,8/11/2026 12:00:00 AM,NAVY BLAZER/DOUBLE CREAM,M,105,655,105,105,105,105,4761597,2355702,511375,794692,8/13/2026 2:35:00 AM
202608,A&F,GLD5,108382, 319260003,0.8500, 3179913_CN2BU_L,8/14/2026 12:00:00 AM,NAVY BLAZER/DOUBLE CREAM,M,15,670,15,15,15,15,4761597,2355701,511375,794692,8/13/2026 2:35:00 AM
202608,A&F,GLD5,108382, 319260003,0.8500, 3179916_US1BU_L,8/11/2026 12:00:00 AM,NAVY BLAZER/DOUBLE CREAM,XL,136,136,136,136,136,136,4761597,2332131,511375,794693,8/13/2026 2:35:00 AM
202608,A&F,GLD5,108382, 319260003,0.8500, 3179914_NL1BU_L,8/11/2026 12:00:00 AM,NAVY BLAZER/DOUBLE CREAM,XL,23,159,23,23,23,23,4761597,2355702,511375,794693,8/13/2026 2:35:00 AM
202608,A&F,GLD5,108382, 319260003,0.8500, 3179916_US1BU_L,8/11/2026 12:00:00 AM,NAVY BLAZER/DOUBLE CREAM,L,242,242,242,242,242,242,4761597,2332131,511375,794694,8/13/2026 2:35:00 AM
202608,A&F,GLD5,108382, 319260003,0.8500, 3179915_CN3BU_L,8/11/2026 12:00:00 AM,NAVY BLAZER/DOUBLE CREAM,L,5,247,5,5,5,5,4761597,2355698,511375,794694,8/13/2026 2:35:00 AM
202608,A&F,GLD5,108382, 319260003,0.8500, 3179914_NL1BU_L,8/11/2026 12:00:00 AM,NAVY BLAZER/DOUBLE CREAM,L,53,300,53,53,53,53,4761597,2355702,511375,794694,8/13/2026 2:35:00 AM
202608,A&F,GLD5,108382, 319260003,0.8500, 3179913_CN2BU_L,8/14/2026 12:00:00 AM,NAVY BLAZER/DOUBLE CREAM,L,10,310,10,10,10,10,4761597,2355701,511375,794694,8/13/2026 2:35:00 AM
202608,A&F,GLD5,108382, 319260003,0.8500, 3179916_US1BU_L,8/11/2026 12:00:00 AM,NAVY BLAZER/DOUBLE CREAM,XXS,81,81,81,81,81,81,4761597,2332131,511375,794695,8/13/2026 2:35:00 AM
202608,A&F,GLD5,108382, 319260003,0.8500, 3179915_CN3BU_L,8/11/2026 12:00:00 AM,NAVY BLAZER/DOUBLE CREAM,XXS,2,83,2,2,2,2,4761597,2355698,511375,794695,8/13/2026 2:35:00 AM
202608,A&F,GLD5,108382, 319260003,0.8500, 3179914_NL1BU_L,8/11/2026 12:00:00 AM,NAVY BLAZER/DOUBLE CREAM,XXS,7,90,7,7,7,7,4761597,2355702,511375,794695,8/13/2026 2:35:00 AM
202608,A&F,GLD5,108382, 319260003,0.8500, 3179913_CN2BU_L,8/14/2026 12:00:00 AM,NAVY BLAZER/DOUBLE CREAM,XXS,2,92,2,2,2,2,4761597,2355701,511375,794695,8/13/2026 2:35:00 AM
