DELIVERY SCHEDULE ON AGUSTUS 2026,,,,,,,,,, ,,,
Actual Exp Date,ORG DELVY,BUYER,MAKER,SHIPER,STYLE,BUYER PO.,Order QTY,SHIP MODE,% OVER/SHORT,PPIC,,,
,,,,,,,,,,Plan Exp QTY (PC),QTY CTN ,Bal -Order,QTY (DZ)
2025-10-23,2025-10-23,ONY,GLD1,GLD,842239_HO25,60495300,766,SEA,-0.048303,729,51,-37,60.75
2025-10-23,2025-10-23,ONY,GLD1,GLD,843764_HO25_PF,60505841,1810,SEA,-0.016575,1780,35,-30,148.333333
2025-10-23,2025-10-23,ONY,GLD1,GLD,843764_HO25_PF,60505907,2842,SEA,0.024279,2911,58,69,242.583333
2025-10-23,2025-10-23,ONY,GLD1,GLD,843764_HO25_PF,60505927,1469,SEA,-0.010892,1453,28,-16,121.083333
2025-10-23,2025-10-23,ONY,GLD1,GLD,843764_HO25_PF,60506622,532,SEA,0.028195,547,10,15,45.583333
2025-10-23,2025-10-23,ONY,GLD1,GLD,843764_HO25_PF,60506624,212,SEA,0.023585,217,4,5,18.083333
2025-10-24,2025-10-22,GOT,GLD1,GLD,844486_HO25,60394078,95,SEA,0.168421,111,8,16,9.25
2025-10-24,2025-10-23,ONY,GLD1,GLD,842236_HO25,60494871,274,SEA,0.029197,282,15,8,23.5
2025-10-24,2025-10-23,ONY,GLD1,GLD,842236_HO25,60494873,242,SEA,0.028926,249,13,7,20.75
2025-10-24,2025-10-23,ONY,GLD1,GLD,842236_HO25,60495316,1604,SEA,0.029925,1652,105,48,137.666667
2025-10-24,2025-10-23,ONY,GLD1,GLD,842239_HO25,60495061,386,SEA,0.012953,391,21,5,32.583333
2025-10-24,2025-10-23,ONY,GLD1,GLD,842239_HO25,60495063,345,SEA,0.002899,346,19,1,28.833333
2025-10-24,2025-10-23,ONY,GLD1,GLD,842239_HO25,60495301,712,SEA,-0.049157,677,47,-35,56.416667
2025-10-24,2025-10-23,ONY,GLD1,GLD,843764_HO25_PF,60505842,1642,SEA,-0.010353,1625,33,-17,135.416667
2025-10-24,2025-10-23,ONY,GLD1,GLD,843764_HO25_PF,60505908,2469,SEA,0.026326,2534,53,65,211.166667
2025-10-24,2025-10-23,ONY,GLD1,GLD,843764_HO25_PF,60505928,1466,SEA,-0.020464,1436,28,-30,119.666667
2025-10-24,2025-10-23,ONY,GLD1,GLD,843764_HO25_PF,60506623,228,SEA,0.026316,234,5,6,19.5
2025-10-24,2025-10-23,ONY,GLD1,GLD,843764_HO25_PF,60506625,228,SEA,0.026316,234,4,6,19.5
2025-10-13,2025-09-30,IMT,GLD2,GLD,FSB0003,YR0059,8755,TCK,-0.157738,7374,416,-1381,614.5
2025-10-13,2025-09-30,IMT,GLD2,GLD,FSB0003,YR0059,68,AIR,0,68,4,0,5.666667
2025-10-20,2025-10-13,DKS,GLD2,GLD,DAG14108_Q126,0456015768,1062,SEA,0.028249,1092,182,30,91
2025-10-20,2025-10-13,DKS,GLD2,GLD,DAG14108_Q126,0456015804,840,SEA,0.025,861,35,21,71.75
2025-10-20,2025-10-13,DKS,GLD2,GLD,DAG14108_Q126,0555031804,144,SEA,0,144,24,0,12
2025-10-20,2025-10-13,DKS,GLD2,GLD,DAG14108_Q126,0555031808,120,SEA,0,120,20,0,10
2025-10-20,2025-10-13,DKS,GLD2,GLD,DAG14108_Q126,0555031879,144,SEA,0,144,6,0,12
2025-10-20,2025-10-13,DKS,GLD2,GLD,DAG14108_Q126,0555031880,120,SEA,0,120,5,0,10
2025-10-20,2025-10-13,DKS,GLD2,GLD,DAG14108_Q126,0555031881,120,SEA,0,120,5,0,10
2025-10-20,2025-10-13,DKS,GLD2,GLD,DAG14108_Q126,0555031882,120,SEA,0,120,5,0,10
2025-10-20,2025-10-13,DKS,GLD2,GLD,DAG14108_Q126,0634051415,1062,SEA,0.022599,1086,181,24,90.5
2025-10-20,2025-10-13,DKS,GLD2,GLD,DAG14108_Q126,0634051416,1062,SEA,0.022599,1086,181,24,90.5
2025-10-20,2025-10-13,DKS,GLD2,GLD,DAG14108_Q126,0634051467,696,SEA,0.015805,707,29,11,58.916667
2025-10-20,2025-10-13,DKS,GLD2,GLD,DAG14108_Q126,0634051469,528,SEA,0,528,22,0,44
2025-10-20,2025-10-13,DKS,GLD2,GLD,DAG16106NP_Q126,0555031806,24,SEA,0,24,4,0,2
2025-10-20,2025-10-13,DKS,GLD2,GLD,DAG16106NP_Q126,0555031807,24,SEA,0,24,4,0,2
2025-10-20,2025-10-13,DKS,GLD2,GLD,DAG16106NP_Q126,0634051414,222,SEA,0.027027,228,38,6,19
2025-10-20,2025-10-13,DKS,GLD2,GLD,DAG16106NP_Q126,0634051420,228,SEA,0.026316,234,39,6,19.5
2025-10-20,2025-10-13,DKS,GLD2,GLD,DAG16106NP_Q126,0634051468,72,SEA,0.041667,75,3,3,6.25
2025-10-20,2025-10-13,DKS,GLD2,GLD,DAW14201_Q126,0973005494,1336,SEA,0,1336,167,0,111.333333
2025-10-20,2025-10-13,DKS,GLD2,GLD,DAG14108_Q126,0456015763,984,SEA,0.030488,1014,169,30,84.5
2025-10-20,2025-10-13,DKS,GLD2,GLD,DAG14108_Q126,0456015775,810,SEA,0.02963,834,139,24,69.5
2025-10-20,2025-10-13,DKS,GLD2,GLD,DAG14108_Q126,0456015778,756,SEA,0.031746,780,130,24,65
2025-10-20,2025-10-13,DKS,GLD2,GLD,DAG14108_Q126,0456015802,672,SEA,0.028274,691,28,19,57.583333
2025-10-20,2025-10-13,DKS,GLD2,GLD,DAG14108_Q126,0456015806,576,SEA,0.026042,591,24,15,49.25
2025-10-20,2025-10-13,DKS,GLD2,GLD,DAG14108_Q126,0456015808,360,SEA,0,360,15,0,30
2025-10-20,2025-10-13,DKS,GLD2,GLD,DAG14108_Q126,0555031797,216,SEA,0,216,36,0,18
2025-10-20,2025-10-13,DKS,GLD2,GLD,DAG14108_Q126,0555031799,192,SEA,0,192,32,0,16
2025-10-20,2025-10-13,DKS,GLD2,GLD,DAG14108_Q126,0555031811,24,SEA,0,24,4,0,2
2025-10-20,2025-10-13,DKS,GLD2,GLD,DAG14108_Q126,0555031815,24,SEA,0,24,4,0,2
2025-10-20,2025-10-13,DKS,GLD2,GLD,DAG14108_Q126,0555031818,144,SEA,0,144,24,0,12
2025-10-20,2025-10-13,DKS,GLD2,GLD,DAG14108_Q126,0555031821,144,SEA,0,144,24,0,12
2025-10-20,2025-10-13,DKS,GLD2,GLD,DAG14108_Q126,0555031875,192,SEA,0,192,8,0,16
2025-10-20,2025-10-13,DKS,GLD2,GLD,DAG14108_Q126,0555031876,144,SEA,0,144,6,0,12
2025-10-20,2025-10-13,DKS,GLD2,GLD,DAG14108_Q126,0555031877,144,SEA,0,144,6,0,12
2025-10-20,2025-10-13,DKS,GLD2,GLD,DAG14108_Q126,0555031878,144,SEA,0,144,6,0,12
2025-10-20,2025-10-13,DKS,GLD2,GLD,DAG14108_Q126,0555031883,96,SEA,0,96,4,0,8
2025-10-20,2025-10-13,DKS,GLD2,GLD,DAG14108_Q126,0555031884,168,SEA,0,168,7,0,14
2025-10-20,2025-10-13,DKS,GLD2,GLD,DAG14108_Q126,0555031885,144,SEA,0,144,6,0,12
2025-10-20,2025-10-13,DKS,GLD2,GLD,DAG14108_Q126,0555031886,168,SEA,0,168,7,0,14
2025-10-20,2025-10-13,DKS,GLD2,GLD,DAG14108_Q126,0555031887,144,SEA,0,144,6,0,12
2025-10-20,2025-10-13,DKS,GLD2,GLD,DAG14108_Q126,0634049870,50,SEA,0,50,4,0,4.166667
2025-10-20,2025-10-13,DKS,GLD2,GLD,DAG14108_Q126,0634051408,984,SEA,0.02439,1008,168,24,84
2025-10-20,2025-10-13,DKS,GLD2,GLD,DAG14108_Q126,0634051411,984,SEA,0.02439,1008,168,24,84
2025-10-20,2025-10-13,DKS,GLD2,GLD,DAG14108_Q126,0634051422,816,SEA,0.014706,828,138,12,69
2025-10-20,2025-10-13,DKS,GLD2,GLD,DAG14108_Q126,0634051423,816,SEA,0.014706,828,138,12,69
2025-10-20,2025-10-13,DKS,GLD2,GLD,DAG14108_Q126,0634051426,756,SEA,0.031746,780,130,24,65
2025-10-20,2025-10-13,DKS,GLD2,GLD,DAG14108_Q126,0634051427,756,SEA,0.031746,780,130,24,65
2025-10-20,2025-10-13,DKS,GLD2,GLD,DAG14108_Q126,0634051462,720,SEA,0.018056,733,30,13,61.083333
2025-10-20,2025-10-13,DKS,GLD2,GLD,DAG14108_Q126,0634051464,576,SEA,0.034722,596,24,20,49.666667
2025-10-20,2025-10-13,DKS,GLD2,GLD,DAG14108_Q126,0634051470,360,SEA,0,360,15,0,30
2025-10-20,2025-10-13,DKS,GLD2,GLD,DAG14108_Q126,0634051474,264,SEA,0,264,11,0,22
2025-10-20,2025-10-13,DKS,GLD2,GLD,DAG14108_Q126,0634051475,432,SEA,0,432,18,0,36
2025-10-20,2025-10-13,DKS,GLD2,GLD,DAG14108_Q126,0634051479,384,SEA,0,384,16,0,32
2025-10-20,2025-10-13,DKS,GLD2,GLD,DAG16106NP_Q126,0555031813,48,SEA,0,48,8,0,4
2025-10-20,2025-10-13,DKS,GLD2,GLD,DAG16106NP_Q126,0555031814,48,SEA,0,48,8,0,4
2025-10-20,2025-10-13,DKS,GLD2,GLD,DAG16106NP_Q126,0634051421,180,SEA,0.033333,186,31,6,15.5
2025-10-20,2025-10-13,DKS,GLD2,GLD,DAG16106NP_Q126,0634051424,180,SEA,0.033333,186,31,6,15.5
2025-10-20,2025-10-13,DKS,GLD2,GLD,DAG16106NP_Q126,0634051425,180,SEA,0.033333,186,31,6,15.5
2025-10-20,2025-10-13,DKS,GLD2,GLD,DAG16106NP_Q126,0634051428,180,SEA,0.033333,186,31,6,15.5
2025-10-20,2025-10-13,DKS,GLD2,GLD,DAG16106NP_Q126,0634051473,24,SEA,0.041667,25,1,1,2.083333
2025-10-20,2025-10-13,DKS,GLD2,GLD,DAG16106NP_Q126,0634051476,48,SEA,0.041667,50,2,2,4.166667
2025-10-20,2025-10-13,DKS,GLD2,GLD,DAW14201_Q126,0973005495,1104,SEA,0,1104,138,0,92
2025-10-20,2025-10-13,DKS,GLD2,GLD,DAW14201_Q126,0973005496,1056,SEA,0,1056,132,0,88
2025-10-20,2025-10-11,DKS,GLD2,GLD,DAW14201_Q425,0634048654,48,SEA,0,48,4,0,4
2025-10-20,2025-10-11,DKS,GLD2,GLD,DAW14201_Q425,0634048656,48,SEA,0,48,4,0,4
2025-10-20,2025-10-11,DKS,GLD2,GLD,DAW14201_Q425,0634048657,24,SEA,0,24,2,0,2
2025-10-20,2025-10-11,DKS,GLD2,GLD,DAW14201_Q425,0634048658,72,SEA,0.013889,73,6,1,6.083333
2025-10-20,2025-10-11,DKS,GLD2,GLD,DAW14201_Q425,0634048659,60,SEA,0,60,5,0,5
2025-10-20,2025-10-11,DKS,GLD2,GLD,DAW14201_Q425,0634048677,300,SEA,0.04,312,25,12,26
2025-10-20,2025-10-11,DKS,GLD2,GLD,DAW14201_Q425,0634048678,504,SEA,0.025794,517,42,13,43.083333
2025-10-20,2025-10-11,DKS,GLD2,GLD,DAW14201_Q425,0634052426,36,SEA,0,36,3,0,3
2025-10-20,2025-10-13,DKS,GLD2,GLD,DAW16200NP_Q126,0973005057,50,SEA,0,50,4,0,4.166667
2025-10-20,2025-10-13,DKS,GLD2,GLD,DAW16200NP_Q126,0973005062,50,SEA,0,50,4,0,4.166667
2025-10-20,2025-10-13,DKS,GLD2,GLD,DAW16200NP_Q126,0973005490,376,SEA,0.042553,392,49,16,32.666667
2025-10-20,2025-10-13,DKS,GLD2,GLD,DAW16200NP_Q126,0973005491,376,SEA,0.042553,392,49,16,32.666667
2025-10-20,2025-10-13,DKS,GLD2,GLD,DAW16200NP_Q126,0973005520,156,SEA,0.038462,162,13,6,13.5
2025-10-20,2025-10-13,DKS,GLD2,GLD,DAW16200NP_Q126,0973005521,84,SEA,0.02381,86,7,2,7.166667
2025-10-20,2025-10-13,DKS,GLD2,GLD,DAW16200NP_Q126,0973005522,144,SEA,0.041667,150,12,6,12.5
2025-10-20,2025-10-13,DKS,GLD2,GLD,DAW16200NP_Q126,0973005523,84,SEA,0.02381,86,7,2,7.166667
2025-10-22,2025-10-16,SMA,GLD2,GLD,LST840_FA25,1197968,5568,SEA,0,5568,232,0,464
2025-10-22,2025-10-16,SMA,GLD2,GLD,LST840_FA25,1197968_HTR,1200,SEA,-0.02,1176,49,-24,98
2025-10-21,2025-10-15,ATH,GLD2,GLD,891664_SP26,60521388,6950,AIR,0.029928,7158,448,208,596.5
2025-10-21,2025-10-16,ONY,GLD2,GLD,722024_V3,60788373,1000,SEA,0,1000,17,0,83.333333
2025-10-24,2025-10-16,ONY,GLD2,GLD,846591_HO25,60433075,159,SEA,0.025157,163,3,4,13.583333
2025-10-24,2025-10-16,ONY,GLD2,GLD,846591_HO25,60434156,302,SEA,0.029801,311,8,9,25.916667
2025-10-22,2025-10-20,ATH,GLD2,GLD,577369_FA25,60518930,4000,AIR,0.03,4120,293,120,343.333333
2025-10-24,2025-10-23,ATH,GLD2,GLD,748885_SP26,60508097,397,SEA,0,397,16,0,33.083333
2025-10-24,2025-10-23,ATH,GLD2,GLD,748885_SP26,60508133,1400,SEA,0.03,1442,40,42,120.166667
2025-10-24,2025-10-23,ATH,GLD2,GLD,748885_SP26,60508146,2495,SEA,0.028457,2566,72,71,213.833333
2025-10-24,2025-10-23,ATH,GLD2,GLD,748885_SP26,60508326,3133,SEA,0.029046,3224,89,91,268.666667
2025-10-24,2025-10-23,ATH,GLD2,GLD,845207,60508377,2553,SEA,0.029769,2629,113,76,219.083333
2025-10-24,2025-10-23,ATH,GLD2,GLD,845207,60508378,261,SEA,0.02682,268,12,7,22.333333
2025-10-24,2025-10-23,ATH,GLD2,GLD,845217,60508752,362,SEA,0.027624,372,23,10,31
2025-10-24,2025-10-23,ATH,GLD2,GLD,848215_SP26,60470420,4200,SEA,0.03,4326,91,126,360.5
2025-10-24,2025-10-23,ATH,GLD2,GLD,848215_SP26,60470421,549,SEA,0.029144,565,12,16,47.083333
2025-10-24,2025-10-23,ATH,GLD2,GLD,848215_SP26,60508313,233,SEA,0.030043,240,5,7,20
2025-10-24,2025-10-23,ATH,GLD2,GLD,891664_SP26,60508171,1329,SEA,0.028593,1367,89,38,113.916667
2025-10-24,2025-10-23,ATH,GLD2,GLD,891668_SP26,60508237,466,SEA,0.030043,480,33,14,40
2025-10-24,2025-10-23,ATH,GLD2,GLD,891669_SP26,60527386,10114,SEA,0.029761,10415,730,301,867.916667
2025-10-24,2025-10-23,ATH,GLD2,GLD,891669_SP26,60527683,2500,SEA,0.03,2575,179,75,214.583333
2025-10-24,2025-10-23,ONY,GLD2,GLD,479566_V1,60788143,1706,SEA,0,1706,40,0,142.166667
2025-10-24,2025-10-23,ONY,GLD2,GLD,484662_HO25,60451090,169,SEA,0.029586,174,6,5,14.5
2025-10-24,2025-10-23,ONY,GLD2,GLD,484662_HO25,60451092,285,SEA,0.122807,320,11,35,26.666667
2025-10-24,2025-10-23,ONY,GLD2,GLD,722024_V3,60788374,350,SEA,0,350,5,0,29.166667
2025-10-24,2025-10-23,ONY,GLD2,GLD,722024_V3,60788376,350,SEA,0,350,5,0,29.166667
2025-10-24,2025-10-23,ONY,GLD2,GLD,846591_HO25,60436016,2587,SEA,0.028991,2662,65,75,221.833333
2025-10-21,2025-10-23,ONY,GLR2,GLD,724598_HO25,60437473,800,SEA,0.03,824,27,24,68.666667
2025-10-21,2025-10-23,ONY,GLR2,GLD,724598_HO25,60437703,668,SEA,0.02994,688,15,20,57.333333
2025-10-21,2025-10-23,ONY,GLR2,GLD,724598_HO25,60437704,362,SEA,0.019337,369,8,7,30.75
2025-10-21,2025-10-23,ONY,GLR2,GLD,724598_HO25,60437705,311,SEA,0.022508,318,7,7,26.5
2025-10-21,2025-10-23,ONY,GLR2,GLD,724598_HO25,60437706,309,SEA,0.029126,318,7,9,26.5
2025-10-21,2025-10-23,ONY,GLR2,GLD,724598_HO25,60446005,4225,SEA,0.024142,4327,140,102,360.583333
2025-10-21,2025-10-23,ONY,GLR2,GLD,724598_HO25,60446016,950,SEA,0.025263,974,31,24,81.166667
2025-10-23,2025-10-23,ONY,GLD3,GLD,825850_HO25,60490657,100,SEA,0,100,2,0,8.333333
2025-10-23,2025-10-23,ONY,GLD3,GLD,825850_HO25,60500920,7637,SEA,0.029593,7863,103,226,655.25
2025-10-23,2025-10-23,ONY,GLD3,GLD,825850_HO25,60517791,83,SEA,0,83,2,0,6.916667
2025-10-23,2025-10-23,ONY,GLD3,GLD,843297_HO25_PF,60517298,229,SEA,0.017467,233,3,4,19.416667
2025-10-23,2025-10-23,ONY,GLD3,GLD,843297_HO25_PF,60517600,295,SEA,0.013559,299,4,4,24.916667
2025-10-23,2025-10-23,ONY,GLD3,GLD,861915_HO25_PF,60516635,5460,SEA,0.045971,5711,107,251,475.916667
2025-10-23,2025-10-23,ONY,GLD3,GLD,861915_HO25_PF,60516636,2414,SEA,0.029412,2485,48,71,207.083333
2025-10-23,2025-10-23,ONY,GLD3,GLD,861915_HO25_PF,60516637,2148,SEA,0.028864,2210,42,62,184.166667
2025-10-23,2025-10-23,ONY,GLD3,GLD,861915_HO25_PF,60516638,2668,SEA,0.029235,2746,52,78,228.833333
2025-10-24,2025-10-16,ONY,GLD3,GLD,825850_HO25,60517522,488,SEA,0.028689,502,11,14,41.833333
2025-10-24,2025-10-16,ONY,GLD3,GLD,861915_HO25_PF,60511315,768,SEA,0.027344,789,17,21,65.75
2025-10-21,2025-10-21,TGT,GLD3,GLD,PR385X_VDAY_425,4956852_BA_W,9996,SEA,0.046819,10464,872,468,872
2025-10-13,2025-09-30,IMT,GLD5,GLD,FSB0051,YR0059,17725,TCK,-0.012355,17506,503,-219,1458.833333
2025-10-13,2025-09-30,IMT,GLD5,GLD,FSB0051,YR0059,423,AIR,0,423,16,0,35.25
2025-10-18,2025-10-13,DKS,GLD5,GLD,MAX233402_Q126,0481011833,584,SEA,0.041096,608,76,24,50.666667
2025-10-18,2025-10-13,DKS,GLD5,GLD,MAX233402_Q126,0481011838,1000,SEA,0.048,1048,131,48,87.333333
2025-10-18,2025-10-13,DKS,GLD5,GLD,MAX233402_Q126,0481011843,1000,SEA,0.048,1048,131,48,87.333333
2025-10-18,2025-10-13,DKS,GLD5,GLD,MAX233402_Q126,0481011844,1000,SEA,0.048,1048,131,48,87.333333
2025-10-18,2025-10-13,DKS,GLD5,GLD,MAX233402_Q126,0481011886,216,SEA,0.041667,225,19,9,18.75
2025-10-18,2025-10-13,DKS,GLD5,GLD,MAX233402_Q126,0481011888,456,SEA,0.046053,477,40,21,39.75
2025-10-18,2025-10-13,DKS,GLD5,GLD,MAX233402_Q126,0481011907,12,SEA,0,12,1,0,1
2025-10-18,2025-10-13,DKS,GLD5,GLD,MAX233402_Q126,0492012343,216,SEA,0.148148,248,22,32,20.666667
2025-10-20,2025-10-13,DKS,GLD5,GLD,MAX233402_Q126,0481011835,896,SEA,0.044643,936,117,40,78
2025-10-20,2025-10-13,DKS,GLD5,GLD,MAX233402_Q126,0481011840,1256,SEA,0.044586,1312,164,56,109.333333
2025-10-20,2025-10-13,DKS,GLD5,GLD,MAX233402_Q126,0481011847,1272,SEA,0.044025,1328,166,56,110.666667
2025-10-20,2025-10-13,DKS,GLD5,GLD,MAX233402_Q126,0481011848,1264,SEA,0.044304,1320,165,56,110
2025-10-20,2025-10-13,DKS,GLD5,GLD,MAX233402_Q126,0481011896,480,SEA,0.095833,526,45,46,43.833333
2025-10-20,2025-10-13,DKS,GLD5,GLD,MAX233402_Q126,0481011900,852,SEA,0.046948,892,75,40,74.333333
2025-10-20,2025-10-13,DKS,GLD5,GLD,MAX233402_Q126,0481011909,36,SEA,0.194444,43,4,7,3.583333
2025-10-20,2025-10-13,DKS,GLD5,GLD,MAX233402_Q126,0481011913,24,SEA,0.041667,25,2,1,2.083333
2025-10-20,2025-10-13,DKS,GLD5,GLD,MAX233402_Q126,0492012345,360,SEA,0.088889,392,34,32,32.666667
2025-10-20,2025-10-13,DKS,GLD5,GLD,DAB14127_Q126,0555031819,168,SEA,0.035714,174,29,6,14.5
2025-10-20,2025-10-13,DKS,GLD5,GLD,DAB14127_Q126,0555031820,144,SEA,0.041667,150,25,6,12.5
2025-10-20,2025-10-13,DKS,GLD5,GLD,DAB14127_Q126,0555031822,144,SEA,0.041667,150,25,6,12.5
2025-10-20,2025-10-13,DKS,GLD5,GLD,DAB15113PR_Q126,0456015776,882,SEA,0.047619,924,132,42,77
2025-10-20,2025-10-13,DKS,GLD5,GLD,DAB15113PR_Q126,0456015777,882,SEA,0.047619,924,132,42,77
2025-10-20,2025-10-13,DKS,GLD5,GLD,DAB15113PR_Q126,0456015797,720,SEA,0.011111,728,30,8,60.666667
2025-10-20,2025-10-13,DKS,GLD5,GLD,DAB15113PR_Q126,0456015798,1008,SEA,0.006944,1015,42,7,84.583333
2025-10-20,2025-10-13,DKS,GLD5,GLD,DAB46_Q126,0456015752,847,SEA,0,847,121,0,70.583333
2025-10-20,2025-10-13,DKS,GLD5,GLD,DAB46_Q126,0456015753,1134,SEA,0.049383,1190,170,56,99.166667
2025-10-20,2025-10-13,DKS,GLD5,GLD,DAB46_Q126,0456015754,1134,SEA,0.049383,1190,170,56,99.166667
2025-10-20,2025-10-13,DKS,GLD5,GLD,DAB46_Q126,0456015764,938,SEA,0.044776,980,140,42,81.666667
2025-10-20,2025-10-13,DKS,GLD5,GLD,DAB46_Q126,0456015765,945,SEA,0.044444,987,141,42,82.25
2025-10-20,2025-10-13,DKS,GLD5,GLD,DAB46_Q126,0456015766,630,SEA,0,630,90,0,52.5
2025-10-20,2025-10-13,DKS,GLD5,GLD,DAB46_Q126,0456015770,644,SEA,0,644,92,0,53.666667
2025-10-20,2025-10-13,DKS,GLD5,GLD,DAB46_Q126,0456015771,882,SEA,0.047619,924,132,42,77
2025-10-20,2025-10-13,DKS,GLD5,GLD,DAB46_Q126,0456015772,882,SEA,0.047619,924,132,42,77
2025-10-20,2025-10-13,DKS,GLD5,GLD,DAB46_Q126,0456015781,1608,SEA,0.047886,1685,72,77,140.416667
2025-10-20,2025-10-13,DKS,GLD5,GLD,DAB46_Q126,0456015782,1608,SEA,0.047886,1685,72,77,140.416667
2025-10-20,2025-10-13,DKS,GLD5,GLD,DAB46_Q126,0456015785,912,SEA,0.048246,956,41,44,79.666667
2025-10-20,2025-10-13,DKS,GLD5,GLD,DAB46_Q126,0456015786,1200,SEA,0.048333,1258,53,58,104.833333
2025-10-20,2025-10-13,DKS,GLD5,GLD,DAB46_Q126,0456015787,936,SEA,0.048077,981,42,45,81.75
2025-10-20,2025-10-13,DKS,GLD5,GLD,DAB46_Q126,0456015788,984,SEA,0.047764,1031,44,47,85.916667
2025-10-20,2025-10-13,DKS,GLD5,GLD,DAB46_Q126,0456015801,1224,SEA,0.048203,1283,54,59,106.916667
2025-10-20,2025-10-13,DKS,GLD5,GLD,DAB46_Q126,0456015805,576,SEA,0.046875,603,24,27,50.25
2025-10-20,2025-10-13,DKS,GLD5,GLD,DAB46_Q126,0456015807,672,SEA,0.046131,703,29,31,58.583333
2025-10-20,2025-10-13,DKS,GLD5,GLD,MAX233402_Q126,0481011834,872,SEA,0.100917,960,120,88,80
2025-10-20,2025-10-13,DKS,GLD5,GLD,MAX233402_Q126,0481011836,656,SEA,0.04878,688,86,32,57.333333
2025-10-20,2025-10-13,DKS,GLD5,GLD,MAX233402_Q126,0481011837,680,SEA,0.047059,712,89,32,59.333333
2025-10-20,2025-10-13,DKS,GLD5,GLD,MAX233402_Q126,0481011839,1280,SEA,0.05,1344,168,64,112
2025-10-20,2025-10-13,DKS,GLD5,GLD,MAX233402_Q126,0481011841,1016,SEA,0.047244,1064,133,48,88.666667
2025-10-20,2025-10-13,DKS,GLD5,GLD,MAX233402_Q126,0481011842,968,SEA,0,968,121,0,80.666667
2025-10-20,2025-10-13,DKS,GLD5,GLD,MAX233402_Q126,0481011845,1264,SEA,0.06962,1352,169,88,112.666667
2025-10-20,2025-10-13,DKS,GLD5,GLD,MAX233402_Q126,0481011846,1272,SEA,0.044025,1328,166,56,110.666667
2025-10-20,2025-10-13,DKS,GLD5,GLD,MAX233402_Q126,0481011849,1016,SEA,0.047244,1064,133,48,88.666667
2025-10-20,2025-10-13,DKS,GLD5,GLD,MAX233402_Q126,0481011850,1016,SEA,0.047244,1064,133,48,88.666667
2025-10-20,2025-10-13,DKS,GLD5,GLD,MAX233402_Q126,0481011851,968,SEA,0.049587,1016,127,48,84.666667
2025-10-20,2025-10-13,DKS,GLD5,GLD,MAX233402_Q126,0481011852,968,SEA,0.049587,1016,127,48,84.666667
2025-10-20,2025-10-13,DKS,GLD5,GLD,MAX233402_Q126,0481011892,408,SEA,0.112745,454,39,46,37.833333
2025-10-20,2025-10-13,DKS,GLD5,GLD,MAX233402_Q126,0481011894,780,SEA,0.048718,818,69,38,68.166667
2025-10-20,2025-10-13,DKS,GLD5,GLD,MAX233402_Q126,0481011902,216,SEA,0.037037,224,19,8,18.666667
2025-10-20,2025-10-13,DKS,GLD5,GLD,MAX233402_Q126,0481011903,408,SEA,0.04902,428,36,20,35.666667
2025-10-20,2025-10-13,DKS,GLD5,GLD,MAX233402_Q126,0481011905,156,SEA,0.044872,163,14,7,13.583333
2025-10-20,2025-10-13,DKS,GLD5,GLD,MAX233402_Q126,0481011906,384,SEA,0.046875,402,34,18,33.5
2025-10-20,2025-10-13,DKS,GLD5,GLD,MAX233402_Q126,0481011908,36,SEA,0.194444,43,4,7,3.583333
2025-10-20,2025-10-13,DKS,GLD5,GLD,MAX233402_Q126,0481011910,12,SEA,0,12,1,0,1
2025-10-20,2025-10-13,DKS,GLD5,GLD,MAX233402_Q126,0481011911,12,SEA,0,12,1,0,1
2025-10-20,2025-10-13,DKS,GLD5,GLD,MAX233402_Q126,0481011912,24,SEA,0.041667,25,2,1,2.083333
2025-10-20,2025-10-13,DKS,GLD5,GLD,MAX233402_Q126,0481011914,12,SEA,0,12,1,0,1
2025-10-20,2025-10-13,DKS,GLD5,GLD,MAX233402_Q126,0481011915,12,SEA,0,12,1,0,1
2025-10-20,2025-10-13,DKS,GLD5,GLD,MAX233402_Q126,0492012344,372,SEA,0.043011,388,33,16,32.333333
2025-10-20,2025-10-13,DKS,GLD5,GLD,MAX233402_Q126,0492012346,168,SEA,0.029762,173,14,5,14.416667
2025-10-20,2025-10-13,DKS,GLD5,GLD,MAX233402_Q126,0492012347,144,SEA,0.034722,149,12,5,12.416667
2025-10-20,2025-10-13,DKS,GLD5,GLD,MAX233402CUT126,0481011224,48,SEA,0,48,4,0,4
2025-10-20,2025-10-13,DKS,GLD5,GLD,MAX233402CUT126,0481011225,48,SEA,0,48,4,0,4
2025-10-20,2025-10-13,DKS,GLD5,GLD,MAX233402CUT126,0481011226,48,SEA,0,48,4,0,4
2025-10-20,2025-10-13,DKS,GLD5,GLD,MAX233402CUT126,0481011227,48,SEA,0,48,4,0,4
2025-10-18,2025-10-13,SMA,GLD5,GLD,K880V_FA25,1195278,8796,SEA,0,8796,394,0,733
2025-10-18,2025-10-13,SMA,GLD5,GLD,K880V_FA25,1195278_HTR,2952,SEA,0,2952,132,0,246
2025-10-18,2025-10-13,SMA,GLD5,GLD,K880_FA25,1195915,3864,SEA,0,3864,171,0,322
2025-10-18,2025-10-13,SMA,GLD5,GLD,LK880_FA25,1195917,7512,SEA,0,7512,328,0,626
2025-10-22,2025-10-16,SMA,GLD5,GLD,ST841_FA25,1197973,8760,SEA,0,8760,384,0,730
