DELIVERY SCHEDULE ON AGUSTUS 2026,,,,,,,,,, ,,,
Actual Exp Date,ORG DELVY,BUYER,MAKER,SHIPER,STYLE,BUYER PO.,Order QTY,SHIP MODE,% OVER/SHORT,PPIC,,,
,,,,,,,,,,Plan Exp QTY (PC),QTY CTN ,Bal -Order,QTY (DZ)
2025-02-10,2025-02-06,ATH,GLD2,GLD,415630_SU25,U2EV4_HA,8430,SEA,0.029893,8682,72,252,723.5
2025-02-10,2025-02-06,ATH,GLD2,GLD,472900_SU25,U2EN3_HA,3923,SEA,0.028804,4036,33,113,336.333333
2025-02-10,2025-02-06,ATH,GLD2,GLD,472900_SU25,U2EN3_TA,7489,SEA,0.029376,7709,64,220,642.416667
2025-02-10,2025-02-06,ATH,GLD2,GLD,577970,U1YW6_HA,2127,SEA,0.029619,2190,142,63,182.5
2025-02-10,2025-02-06,ATH,GLD2,GLD,577970,U1YW6_TA,4000,SEA,0.03,4120,257,120,343.333333
2025-02-10,2025-02-06,ATH,GLD2,GLD,587811_SU25,U3CK3_HB,2450,SEA,0.023265,2507,56,57,208.916667
2025-02-10,2025-02-06,ATH,GLD2,GLD,587811_SU25,U3CK3_TA,6572,SEA,0.029976,6769,145,197,564.083333
2025-02-10,2025-02-06,ATH,GLD2,GLD,587811_SU25,U3CK4_HA,2061,SEA,0.029597,2122,47,61,176.833333
2025-02-10,2025-02-06,ATH,GLD2,GLD,587811_SU25,U3CK4_TA,6500,SEA,0.03,6695,144,195,557.916667
2025-02-10,2025-02-06,ATH,GLD2,GLD,587869_SU25,U3CL2_HA,7500,SEA,0.026667,7700,432,200,641.666667
2025-02-10,2025-02-06,ATH,GLD2,GLD,597413_RAINBOW,U1ZA6_TA,3450,SEA,-0.028986,3350,36,-100,279.166667
2025-02-10,2025-02-06,ATH,GLD2,GLD,597540_SU25,U5NZ2_HB,4698,SEA,0.012346,4756,37,58,396.333333
2025-02-10,2025-02-06,ATH,GLD2,GLD,597541,U5NT1_TB,10970,SEA,0.029991,11299,95,329,941.583333
2025-02-10,2025-02-06,ATH,GLD2,GLD,597541,U5NT2_HA,2104,SEA,0.029468,2166,20,62,180.5
2025-02-10,2025-02-06,ATH,GLD2,GLD,597547_SU25,U5NZ7_TA,3500,SEA,0.03,3605,20,105,300.416667
2025-02-10,2025-02-06,ATH,GLD2,GLD,598609,U2ND3_HA,6250,SEA,0.01408,6338,248,88,528.166667
2025-02-10,2025-02-06,ATH,GLD2,GLD,598609,U2ND4_TA,5935,SEA,0.029992,6113,236,178,509.416667
2025-02-10,2025-02-06,ATH,GLD2,GLD,598609,U2ND5_TA,5049,SEA,0.029907,5200,200,151,433.333333
2025-02-10,2025-02-06,ATH,GLD2,GLD,598894,U2EE9_HB,2222,SEA,0.029703,2288,62,66,190.666667
2025-02-10,2025-02-06,ATH,GLD2,GLD,598894,U2EE9_TA,7932,SEA,0.030005,8170,208,238,680.833333
2025-02-10,2025-02-06,ATH,GLD2,GLD,646831_SU25,U2EW9_HA,6305,SEA,0.016653,6410,416,105,534.166667
2025-02-10,2025-02-06,ATH,GLD2,GLD,646831_SU25,U2EX0_HA,1200,SEA,0.03,1236,80,36,103
2025-02-10,2025-02-06,ATH,GLD2,GLD,657062_SU25,U1WR7_HA,1661,SEA,0.0295,1710,41,49,142.5
2025-02-10,2025-02-06,ATH,GLD2,GLD,657062_SU25,U1WR7_TA,4101,SEA,0.029993,4224,102,123,352
2025-02-10,2025-02-06,ATH,GLD2,GLD,657065_SU25,U1XP4_HA,1531,SEA,0.030046,1577,24,46,131.416667
2025-02-10,2025-02-06,ATH,GLD2,GLD,659139_SU25,U5OA9_TA,6375,SEA,0.029804,6565,44,190,547.083333
2025-02-10,2025-02-06,ATH,GLD2,GLD,659139_SU25,U5OB0_TA,1546,SEA,0.029754,1592,10,46,132.666667
2025-02-10,2025-02-06,ATH,GLD2,GLD,659534_SU25,U2EH1_HA,2070,SEA,0.029952,2132,16,62,177.666667
2025-02-10,2025-02-06,ATH,GLD2,GLD,659534_SU25,U2EH1_TA,8694,SEA,0.021739,8883,59,189,740.25
2025-02-10,2025-02-06,ATH,GLD2,GLD,659534_SU25,U2EH6_GA,324,SEA,0.027778,333,2,9,27.75
2025-02-10,2025-02-06,ATH,GLD2,GLD,659534_SU25,U2EU3_HA,930,SEA,0.029032,957,7,27,79.75
2025-02-10,2025-02-06,ATH,GLD2,GLD,659534_SU25,U2EU3_TA,2440,SEA,0.029918,2513,17,73,209.416667
2025-02-10,2025-02-06,ATH,GLD2,GLD,693633,U5NZ5_HA,3729,SEA,-0.003218,3717,271,-12,309.75
2025-02-10,2025-02-06,ATH,GLD2,GLD,693633,U5NZ5_TA,3354,SEA,0.029815,3454,257,100,287.833333
2025-02-10,2025-02-06,ATH,GLD2,GLD,693633,U5NZ6_HA,947,SEA,0.029567,975,73,28,81.25
2025-02-10,2025-02-03,ATH,GLD2,GLD,693633,U9WI2_GA,174,SEA,0.028736,179,14,5,14.916667
2025-02-10,2025-02-06,ATH,GLD2,GLD,842918_SU25,U2EF8_HB,4176,SEA,0.009818,4217,94,41,351.416667
2025-02-10,2025-02-06,ATH,GLD2,GLD,848215,U1XF3_TA,3730,SEA,0,3730,70,0,310.833333
2025-02-10,2025-02-06,ONY,GLD2,GLD,479566_SU25,V2QP7_JA,1934,SEA,0,1934,44,0,161.166667
2025-02-10,2025-02-06,ONY,GLD2,GLD,479566_SU25,V2QX2_GA,788,SEA,0,788,19,0,65.666667
2025-02-10,2025-02-06,ONY,GLD2,GLD,479566_SU25,V2RA9_5A,779,SEA,0,779,22,0,64.916667
2025-02-10,2025-02-06,ONY,GLD2,GLD,479566_V1,V7XD9_YA,2695,SEA,0.002597,2702,73,7,225.166667
2025-02-10,2025-02-06,ONY,GLD2,GLD,583200_SU25,U8YH0_GA,660,SEA,0,660,13,0,55
2025-02-10,2025-02-06,ONY,GLD2,GLD,583200_SU25,U8YH1_GA,256,SEA,0,256,5,0,21.333333
2025-02-10,2025-02-06,ONY,GLD2,GLD,583200_SU25,V1VL8_GA,600,SEA,0,600,11,0,50
2025-02-10,2025-02-06,ONY,GLD2,GLD,583200_SU25,V1VP4_7A,8243,SEA,0,8243,201,0,686.916667
2025-02-10,2025-02-06,ONY,GLD2,GLD,583200_SU25,V1VX7_5A,5865,SEA,0,5865,148,0,488.75
2025-02-10,2025-02-06,ONY,GLD2,GLD,583200_SU25,V2XC9_7A,2996,SEA,0,2996,76,0,249.666667
2025-02-10,2025-02-06,ONY,GLD2,GLD,662642_SU25,V1YK5_6A,1506,SEA,0.02988,1551,37,45,129.25
2025-02-10,2025-02-06,ONY,GLD2,GLD,662642_SU25,V1YK5_JA,3090,SEA,0.029773,3182,71,92,265.166667
2025-02-10,2025-02-06,ONY,GLD2,GLD,662642_SU25,V1YN0_NA,5677,SEA,0.029945,5847,186,170,487.25
2025-02-10,2025-02-06,ONY,GLD2,GLD,662642_SU25,V1ZT6_GA,556,SEA,0.007194,560,13,4,46.666667
2025-02-10,2025-02-06,ONY,GLD2,GLD,719694_SU25,V2XZ9_6A,273,SEA,0.021978,279,8,6,23.25
2025-02-10,2025-02-06,ONY,GLD2,GLD,719694_SU25,V2XZ9_JA,901,SEA,0.026637,925,26,24,77.083333
2025-02-10,2025-02-06,ONY,GLD2,GLD,722024_SU25,V0DH6_GA,695,SEA,0.028777,715,12,20,59.583333
2025-02-10,2025-02-06,ONY,GLD2,GLD,724598_SP25,U6DU4_7A,2282,SEA,0.029798,2350,72,68,195.833333
2025-02-10,2025-02-06,ONY,GLD2,GLD,734456_SU25,V1VA3_GA,600,SEA,0.03,618,15,18,51.5
2025-02-10,2025-02-06,ONY,GLD2,GLD,734456_SU25,V1VA4_GA,400,SEA,0.0275,411,10,11,34.25
2025-02-10,2025-02-06,ONY,GLD2,GLD,762170_SU25,V1ZG8_6A,201,SEA,0.029851,207,2,6,17.25
2025-02-10,2025-02-06,ONY,GLD2,GLD,762170_SU25,V1ZG8_JA,561,SEA,0.02852,577,6,16,48.083333
2025-02-10,2025-02-06,ONY,GLD2,GLD,762170_SU25,V2BC3_6A,189,SEA,0.026455,194,3,5,16.166667
2025-02-10,2025-02-06,ONY,GLD2,GLD,762170_SU25,V2BC3_JA,527,SEA,0.028463,542,5,15,45.166667
2025-02-11,2025-02-06,ATH,GLD2,GLD,659645_SP25,U1SN3_GA,202,SEA,0.029703,208,4,6,17.333333
2025-02-11,2025-02-06,ATH,GLD2,GLD,415630_SU25,V0XO8_HA,9400,SEA,-0.007766,9327,77,-73,777.25
2025-02-12,2025-02-03,KOH,GLD2,GLD,MX51V300/301,15415558,408,SEA,0,408,68,0,34
2025-02-12,2025-02-03,KOH,GLD2,GLD,MX51V300/301,15415561,11820,SEA,0.021997,12080,2416,260,1006.666667
2025-02-12,2025-02-12,ATH,GLD2,GLD,659534_SU25,17432_88,70,SEA,0,70,6,0,5.833333
2025-02-12,2025-02-11,ATH,GLD2,GLD,575914_SP25,15INFLUENCERSAMPLE,27,AIR,0,27,1,0,2.25
2025-02-12,2025-02-10,ATH,GLD2,GLD,576650_SP25,INFLUENCE_SAMPLE,18,AIR,0,18,1,0,1.5
2025-02-12,2025-02-10,ATH,GLD2,GLD,577369_HO24,INFLUENCE_MAR,27,AIR,0,27,1,0,2.25
2025-02-12,2025-02-10,ATH,GLD2,GLD,659139_SP25,INFLUENCE_SAMPLE,18,AIR,0,18,1,0,1.5
2025-02-13,2025-02-12,ONY,GLD2,GLD,583200_SU25,V0LM4_0A,195,SEA,0,195,9,0,16.25
2025-02-14,2025-02-17,ATH,GLD2,GLD,575914_SP25,U7PZ8_GB,350,SEA,0.02,357,22,7,29.75
2025-02-14,2025-01-30,ATH,GLD2,GLD,587869_SU25,U3CI9_GA,171,SEA,0.023392,175,12,4,14.583333
2025-02-14,2025-02-13,ATH,GLD2,GLD,597549_SP25,V9TD0_GA,15,SEA,0,15,1,0,1.25
2025-02-14,2025-02-13,ATH,GLD2,GLD,472900_SU25,U2EG8_GA,30,SEA,0,30,1,0,2.5
2025-02-14,2025-02-13,ATH,GLD2,GLD,472900_SU25,V2RG3_HA,2272,SEA,0.029049,2338,20,66,194.833333
2025-02-14,2025-02-13,ATH,GLD2,GLD,576650_SP25,U7QB7_GB,50,SEA,0.02,51,3,1,4.25
2025-02-14,2025-02-13,ATH,GLD2,GLD,577369_HO24,U7PZ9_GB,350,SEA,0.028571,360,24,10,30
2025-02-14,2025-02-13,ATH,GLD2,GLD,577970,U1XK1_GA,16,SEA,0,16,1,0,1.333333
2025-02-14,2025-02-13,ATH,GLD2,GLD,587811_SU25,U3CH4_GA,21,SEA,0,21,1,0,1.75
2025-02-14,2025-02-13,ATH,GLD2,GLD,587811_SU25,U3CK3_HA,1500,SEA,0.03,1545,34,45,128.75
2025-02-14,2025-02-13,ATH,GLD2,GLD,587869_SU25,U3CG7_GA,67,SEA,0,67,6,0,5.583333
2025-02-14,2025-02-13,ATH,GLD2,GLD,597540_SP25,U9VZ7_GA,69,SEA,0,69,2,0,5.75
2025-02-14,2025-02-13,ATH,GLD2,GLD,597540_SU25,U5NT9_GA,185,SEA,0.027027,190,2,5,15.833333
2025-02-14,2025-02-13,ATH,GLD2,GLD,597540_SU25,U5NZ2_HA,718,SEA,0.029248,739,7,21,61.583333
2025-02-14,2025-02-13,ATH,GLD2,GLD,597540_SU25,U5NZ2_TA,4737,SEA,0.029977,4879,35,142,406.583333
2025-02-14,2025-02-13,ATH,GLD2,GLD,597540_SU25,U5OD3_HA,6796,SEA,0.029871,6999,55,203,583.25
2025-02-14,2025-02-13,ATH,GLD2,GLD,597540_SU25,U5OD4_HA,788,SEA,0.029188,811,7,23,67.583333
2025-02-14,2025-02-13,ATH,GLD2,GLD,597541,U5NT1_HA,1376,SEA,0.02907,1416,17,40,118
2025-02-14,2025-02-13,ATH,GLD2,GLD,597541,U5NT1_TA,9598,SEA,0.029485,9881,86,283,823.416667
2025-02-14,2025-02-13,ATH,GLD2,GLD,597541,U5NV8_GA,340,SEA,0.029412,350,4,10,29.166667
2025-02-14,2025-02-13,ATH,GLD2,GLD,597541,U9AB9_HA,831,SEA,0.028881,855,10,24,71.25
2025-02-14,2025-02-13,ATH,GLD2,GLD,597541,U9AB9_TA,2906,SEA,0.029594,2992,27,86,249.333333
2025-02-14,2025-02-12,ATH,GLD2,GLD,597549_SP25,U5LL1_GA,15,SEA,0,15,1,0,1.25
2025-02-14,2025-02-13,ATH,GLD2,GLD,598609,U2MP1_GA,381,SEA,0.026247,391,17,10,32.583333
2025-02-14,2025-02-13,ATH,GLD2,GLD,598894,U2ES8_GA,92,SEA,0.021739,94,4,2,7.833333
2025-02-14,2025-02-13,ATH,GLD2,GLD,657062_SU25,U1YG8_HA,1832,SEA,0.030022,1887,47,55,157.25
2025-02-14,2025-02-13,ATH,GLD2,GLD,657062_SU25,U1YW1_GA,261,SEA,0.02682,268,7,7,22.333333
2025-02-14,2025-02-13,ATH,GLD2,GLD,657065_SU25,U1XZ2_GA,246,SEA,0.028455,253,5,7,21.083333
2025-02-14,2025-02-13,ATH,GLD2,GLD,657065_SU25,U1YD5_HA,2192,SEA,0.029653,2257,33,65,188.083333
2025-02-14,2025-02-13,ATH,GLD2,GLD,657065_SU25,U1YD5_TA,4200,SEA,0.03,4326,61,126,360.5
2025-02-14,2025-02-13,ATH,GLD2,GLD,658311_SU25,U2EL6_HA,1500,SEA,0.022,1533,60,33,127.75
2025-02-14,2025-02-13,ATH,GLD2,GLD,659139_SP25,U7PZ5_GB,300,SEA,0.03,309,2,9,25.75
2025-02-14,2025-02-13,ATH,GLD2,GLD,659139_SU25,U5SV1_TA,527,SEA,0.028463,542,4,15,45.166667
2025-02-14,2025-02-13,ATH,GLD2,GLD,659139_SU25,V2RF9_HA,283,SEA,0.028269,291,2,8,24.25
2025-02-14,2025-02-13,ATH,GLD2,GLD,659645_SU25,U5OD1_HA,11142,SEA,0.029348,11469,121,327,955.75
2025-02-14,2025-02-13,ATH,GLD2,GLD,659645_SU25,U5OD1_TA,11386,SEA,0.029949,11727,123,341,977.25
2025-02-14,2025-02-13,ATH,GLD2,GLD,659645_SU25,U5OD2_HA,703,SEA,0.029872,724,8,21,60.333333
2025-02-14,2025-02-13,ATH,GLD2,GLD,659645_SU25,U5OD2_TA,150,SEA,0.033333,155,3,5,12.916667
2025-02-14,2025-02-13,ATH,GLD2,GLD,818486_SU25,U2EJ4_GA,15,SEA,0,15,1,0,1.25
2025-02-14,2025-02-13,ATH,GLD2,GLD,818486_SU25,U2EL5_HA,1000,SEA,0.03,1030,36,30,85.833333
2025-02-14,2025-02-13,ATH,GLD2,GLD,842918_SU25,U2EH9_HA,2413,SEA,0.02901,2483,61,70,206.916667
2025-02-14,2025-02-13,ATH,GLD2,GLD,848215,U1ZE1_HA,180,SEA,0,180,4,0,15
2025-02-14,2025-02-13,ATH,GLD2,GLD,848215,U1ZI6_GA,156,SEA,0,156,3,0,13
2025-02-14,2025-02-13,ONY,GLD2,GLD,479566_SU25,V1VQ7_5A,1300,SEA,0.03,1339,36,39,111.583333
2025-02-14,2025-02-13,ONY,GLD2,GLD,479566_SU25,V2NY2_NA,319,SEA,0.021944,326,10,7,27.166667
2025-02-14,2025-02-13,ONY,GLD2,GLD,479566_SU25,V2NY8_6A,650,SEA,0,650,18,0,54.166667
2025-02-14,2025-02-13,ONY,GLD2,GLD,479566_SU25,V2QP7_MA,853,SEA,0,853,23,0,71.083333
2025-02-14,2025-02-13,ONY,GLD2,GLD,479566_SU25,V2QY4_GA,1198,SEA,0.025042,1228,30,30,102.333333
2025-02-14,2025-02-13,ONY,GLD2,GLD,479566_V1,V8UP0_9A,660,SEA,0,660,13,0,55
2025-02-14,2025-02-13,ONY,GLD2,GLD,479566_V1,V8IU3_YA,2310,SEA,0.00303,2317,63,7,193.083333
2025-02-14,2025-02-13,ONY,GLD2,GLD,662642_SU25,V1YK5_9A,1288,SEA,0.029503,1326,36,38,110.5
2025-02-14,2025-02-13,ONY,GLD2,GLD,662642_SU25,V1ZD9_6A,2267,SEA,0,2267,54,0,188.916667
2025-02-14,2025-02-13,ONY,GLD2,GLD,722024_SU25,V0CU4_7A,66,SEA,0.015152,67,3,1,5.583333
2025-02-14,2025-02-13,ONY,GLD2,GLD,737840_SP25,U0RZ9_9A,180,SEA,0.027778,185,4,5,15.416667
2025-02-15,2025-02-13,ATH,GLD2,GLD,472900_SU25,U2EU0_TA,2000,SEA,0.029,2058,17,58,171.5
2025-02-15,2025-02-13,ATH,GLD2,GLD,577970,U1XJ7_HA,844,SEA,0.028436,868,57,24,72.333333
2025-02-15,2025-02-13,ATH,GLD2,GLD,587811_SU25,U3CE8_GA,206,SEA,0.024272,211,6,5,17.583333
2025-02-15,2025-02-13,ATH,GLD2,GLD,597413_RAINBOW,U1XJ1_GA,53,SEA,0,53,1,0,4.416667
2025-02-15,2025-02-13,ATH,GLD2,GLD,657062_SU25,U1YG8_TA,4536,SEA,0,4536,110,0,378
2025-02-15,2025-02-13,ATH,GLD2,GLD,659534_SU25,U2EH5_GA,305,SEA,0.029508,314,2,9,26.166667
2025-02-15,2025-02-13,ATH,GLD2,GLD,659534_SU25,U2EZ7_GA,148,SEA,0.027027,152,1,4,12.666667
2025-02-15,2025-02-13,ATH,GLD2,GLD,748885,U9AR5_GA,277,SEA,0.028881,285,8,8,23.75
2025-02-15,2025-02-13,ATH,GLD2,GLD,891669_SU25,U2EP7_GA,30,SEA,0,30,2,0,2.5
2025-02-15,2025-02-13,ONY,GLD2,GLD,479566_SU25,V2NY8_JA,1654,SEA,0.009069,1669,35,15,139.083333
2025-02-15,2025-02-13,ONY,GLD2,GLD,479566_SU25,V2QW4_5A,2191,SEA,0.018713,2232,65,41,186
2025-02-15,2025-02-13,ONY,GLD2,GLD,662642_SU25,V1ZD9_JA,4643,SEA,0.003661,4660,104,17,388.333333
2025-02-15,2025-02-13,ONY,GLD2,GLD,724598_SP25,U6DU4_NA,2041,SEA,0.029887,2102,64,61,175.166667
2025-02-15,2025-02-13,ONY,GLD2,GLD,734456_SU25,V1WA8_5A,2380,SEA,0.026891,2444,73,64,203.666667
2025-02-15,2025-02-13,ONY,GLD2,GLD,734457_SU25,V1VP5_GA,200,SEA,0,200,6,0,16.666667
2025-02-12,2025-02-10,DKS,GLD2,GLD,DAG14108_Q225,0634038141_EXT,43,AIR,0,43,4,0,3.583333
2025-02-12,2025-02-10,DKS,GLD2,GLD,DAG14108_Q225,0634038142_EXT,32,AIR,0,32,2,0,2.666667
2025-02-12,2025-02-10,DKS,GLD2,GLD,DAG14108PB_Q225,0634038143_EXT,41,AIR,0,41,3,0,3.416667
2025-02-12,2025-02-10,DKS,GLD2,GLD,DAG14108PB_Q225,0634038144_EXT,64,AIR,0,64,4,0,5.333333
2025-02-12,2025-02-10,DKS,GLD2,GLD,DAW14201_Q225,0634037745_EXT,13,AIR,0,13,1,0,1.083333
2025-02-12,2025-02-10,DKS,GLD2,GLD,DAW14201PF_Q225,0634037744_EXT,13,AIR,0,13,1,0,1.083333
2025-02-12,2025-02-10,DKS,GLD2,GLD,DAW14201PPB_225,0634037743_EXT,13,AIR,0,13,1,0,1.083333
2025-02-12,2025-02-10,KOH,GLD2,GLD,MX51A210_SP25,15377954,680,SEA,0,680,68,0,56.666667
2025-02-10,2025-02-06,ONY,GLD3,GLD,484464_SU25,V0EE5_GA,977,SEA,0.048106,1024,16,47,85.333333
2025-02-10,2025-02-06,ONY,GLD3,GLD,604387_SU25,U8KE8_5A,1584,SEA,0.029672,1631,42,47,135.916667
2025-02-10,2025-02-06,ONY,GLD3,GLD,604387_SU25,U8LD4_6A,172,SEA,0.02907,177,4,5,14.75
2025-02-10,2025-02-06,ONY,GLD3,GLD,604387_SU25,U8LD4_JA,340,SEA,0.029412,350,6,10,29.166667
2025-02-10,2025-02-06,ONY,GLD3,GLD,604387_SU25,U8NH7_7A,6723,SEA,0.030046,6925,169,202,577.083333
2025-02-10,2025-02-06,ONY,GLD3,GLD,604387_SU25,U8NL9_GA,664,SEA,0.013554,673,13,9,56.083333
2025-02-10,2025-02-06,ONY,GLD3,GLD,680791_SU25,U8MY6_GA,752,SEA,0.027926,773,10,21,64.416667
2025-02-10,2025-02-06,ONY,GLD3,GLD,680791_SU25,U8SH4_NA,15121,SEA,0.029694,15570,221,449,1297.5
2025-02-10,2025-02-06,ONY,GLD3,GLD,680791_SU25,V0NW7_6A,520,SEA,0.028846,535,5,15,44.583333
2025-02-10,2025-02-06,ONY,GLD3,GLD,680791_SU25,V0NW7_JA,1482,SEA,0.02969,1526,15,44,127.166667
2025-02-10,2025-02-06,ONY,GLD3,GLD,680795_SU25,U8NM3_GA,478,SEA,0.027197,491,8,13,40.916667
2025-02-10,2025-02-06,ONY,GLD3,GLD,680795_SU25,U8OP9_NA,10539,SEA,0.097637,11568,102,1029,964
2025-02-10,2025-02-06,ONY,GLD3,GLD,680795_SU25,V0MW9_6A,454,SEA,0.028634,467,3,13,38.916667
2025-02-10,2025-02-06,ONY,GLD3,GLD,680795_SU25,V0MW9_JA,1366,SEA,0.030015,1407,8,41,117.25
2025-02-10,2025-02-06,ONY,GLD3,GLD,685304_SU25,U9QQ3_6A,304,SEA,-0.009868,301,6,-3,25.083333
2025-02-10,2025-02-06,ONY,GLD3,GLD,685304_SU25,U9QQ3_JA,800,SEA,0,800,9,0,66.666667
2025-02-10,2025-02-06,ONY,GLD3,GLD,685304_SU25,U9RE6_5A,400,SEA,-0.0125,395,6,-5,32.916667
2025-02-10,2025-02-06,ONY,GLD3,GLD,747897_SU25,U8WD0_GA,340,SEA,0.011765,344,4,4,28.666667
2025-02-10,2025-02-06,ONY,GLD3,GLD,747910_SU25,U8MM5_GA,262,SEA,0.007634,264,4,2,22
2025-02-10,2025-02-06,ONY,GLD3,GLD,761778_SU25,U8FJ0_NA,4901,SEA,0.02979,5047,44,146,420.583333
2025-02-10,2025-02-06,ONY,GLD3,GLD,761778_SU25,U8FO0_6A,758,SEA,0.027704,779,9,21,64.916667
2025-02-10,2025-02-06,ONY,GLD3,GLD,761778_SU25,U8FO0_JA,1996,SEA,0.029559,2055,15,59,171.25
2025-02-10,2025-02-06,ONY,GLD3,GLD,761778_SU25,U9PL5_6A,374,SEA,0.029412,385,5,11,32.083333
2025-02-10,2025-02-06,ONY,GLD3,GLD,761778_SU25,U9PL5_JA,985,SEA,0.029442,1014,7,29,84.5
2025-02-10,2025-02-06,ONY,GLD3,GLD,761783_SU25,U9RK3_5A,1300,SEA,0.009231,1312,9,12,109.333333
2025-02-10,2025-02-06,ONY,GLD3,GLD,761783_SU25,U9RM7_GA,2206,SEA,0.011786,2232,12,26,186
2025-02-10,2025-02-06,ONY,GLD3,GLD,761783_SU25,U9RO3_7A,5943,SEA,0.010432,6005,49,62,500.416667
2025-02-14,2025-02-01,TGT,GLD3,GLD,2K9379_C225,1748105_T1,624,SEA,0,624,52,0,52
2025-02-14,2025-02-01,TGT,GLD3,GLD,2K9379_C225,6136859_SET,21670,SEA,0,21670,991,0,1805.833333
2025-02-14,2025-02-01,TGT,GLD3,GLD,G81345_C225,1352291,15468,SEA,0.048875,16224,1352,756,1352
2025-02-14,2025-02-01,TGT,GLD3,GLD,G81345_C225,9130146,8980,SEA,0,8980,1796,0,748.333333
2025-02-10,2025-02-03,KOH,GLD3,GLD,MT44A015RS2/XS2,15368394,744,SEA,0.021505,760,95,16,63.333333
2025-02-10,2025-02-03,KOH,GLD3,GLD,MT44A015RS2/XS2,15379225,2028,SEA,0.029586,2088,348,60,174
2025-02-10,2025-02-03,KOH,GLD3,GLD,MT44A015RS2/XS2,15379234,498,SEA,0.024096,510,85,12,42.5
2025-02-12,2025-02-03,KOH,GLD3,GLD,MT44A015RS2/XS2,15379233,1002,SEA,0.02994,1032,172,30,86
2025-02-12,2025-02-10,KOH,GLD3,GLD,MT44A015RS2/XS2,15379219,2034,SEA,0.029499,2094,349,60,174.5
2025-02-13,2025-02-12,ONY,GLD3,GLD,761795_SU25,V0LA2_0A,116,SEA,0,116,5,0,9.666667
2025-02-14,2025-02-13,ONY,GLD3,GLD,484464_SU25,V0DA1_6A,551,SEA,0.018149,561,11,10,46.75
2025-02-14,2025-02-13,ONY,GLD3,GLD,484464_SU25,V0DA1_JA,1400,SEA,0.016429,1423,23,23,118.583333
2025-02-14,2025-02-13,ONY,GLD3,GLD,604387_SU25,U8LD4_9A,178,SEA,0.02809,183,4,5,15.25
2025-02-14,2025-02-13,ONY,GLD3,GLD,604387_SU25,U8LD4_MA,310,SEA,0.029032,319,6,9,26.583333
2025-02-14,2025-02-13,ONY,GLD3,GLD,604387_SU25,U8NP4_6A,1614,SEA,0.022924,1651,27,37,137.583333
2025-02-14,2025-02-13,ONY,GLD3,GLD,660802_SU25,U8NY6_9A,990,SEA,0.047475,1037,25,47,86.416667
2025-02-14,2025-02-13,ONY,GLD3,GLD,660802_SU25,U8NY6_MA,1705,SEA,0.046334,1784,40,79,148.666667
2025-02-14,2025-02-13,ONY,GLD3,GLD,680795_SU25,U8KC0_6A,778,SEA,0.029563,801,6,23,66.75
2025-02-14,2025-02-13,ONY,GLD3,GLD,680795_SU25,U8KC0_JA,2342,SEA,0.029889,2412,14,70,201
2025-02-14,2025-02-13,ONY,GLD3,GLD,680795_SU25,U8NT4_6A,1682,SEA,0.028537,1730,11,48,144.166667
2025-02-14,2025-02-13,ONY,GLD3,GLD,680795_SU25,U8NT4_JA,5078,SEA,0.11087,5641,34,563,470.083333
2025-02-14,2025-02-13,ONY,GLD3,GLD,680795_SU25,U8XS3_6A,194,SEA,0.025773,199,1,5,16.583333
2025-02-14,2025-02-13,ONY,GLD3,GLD,680795_SU25,U8XS3_JA,587,SEA,0.028961,604,4,17,50.333333
2025-02-14,2025-02-13,ONY,GLD3,GLD,680795_SU25,V0MW9_9A,630,SEA,0.028571,648,5,18,54
2025-02-14,2025-02-13,ONY,GLD3,GLD,680795_SU25,V0MW9_MA,1050,SEA,0.150476,1208,7,158,100.666667
2025-02-14,2025-02-13,ONY,GLD3,GLD,681296_SU25,U9QQ6_GA,500,SEA,0.026,513,4,13,42.75
2025-02-14,2025-02-13,ONY,GLD3,GLD,681296_SU25,U9QR2_5A,1500,SEA,0.026667,1540,18,40,128.333333
2025-02-14,2025-02-13,ONY,GLD3,GLD,685285_SU25,U9QJ3_9A,181,SEA,0.154696,209,2,28,17.416667
2025-02-14,2025-02-13,ONY,GLD3,GLD,685285_SU25,U9QJ3_MA,320,SEA,0.109375,355,5,35,29.583333
2025-02-14,2025-02-13,ONY,GLD3,GLD,685304_SU25,U9QQ3_9A,288,SEA,-0.006944,286,4,-2,23.833333
2025-02-14,2025-02-13,ONY,GLD3,GLD,685304_SU25,U9QQ3_MA,208,SEA,-0.004808,207,3,-1,17.25
2025-02-14,2025-02-13,ONY,GLD3,GLD,685304_SU25,V5MI9_5A,300,SEA,-0.006667,298,6,-2,24.833333
2025-02-14,2025-02-13,ONY,GLD3,GLD,747897_SU25,U8VZ5_6A,648,SEA,0.018519,660,8,12,55
2025-02-14,2025-02-13,ONY,GLD3,GLD,747910_SU25,U8MO6_6A,522,SEA,0.015326,530,6,8,44.166667
2025-02-14,2025-02-13,ONY,GLD3,GLD,761778_SU25,U8FJ0_YA,4822,SEA,0.029863,4966,42,144,413.833333
2025-02-14,2025-02-13,ONY,GLD3,GLD,761778_SU25,U8FO0_9A,718,SEA,0.029248,739,8,21,61.583333
2025-02-14,2025-02-13,ONY,GLD3,GLD,761778_SU25,U8FO0_MA,517,SEA,0.029014,532,6,15,44.333333
2025-02-14,2025-02-13,ONY,GLD3,GLD,761778_SU25,U9PL5_9A,356,SEA,0.02809,366,5,10,30.5
